geneCluster	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	predicted_gene_name	GO_terms	KEGG_KOs	BiGG_reactions	Annotation_tax_scope	OGs	bestOG|evalue|score	COG cat	eggNOG annot
GC00009082	696747.NIES39_L06540	9.8e-31	139.0					bactNOG[38]	06FY3@bactNOG,0FTN2@cyaNOG,0Y87B@NOG	NA|NA|NA		
GC00009083	449447.MAE_39830	2.4e-56	224.9					bactNOG[38]	06DFQ@bactNOG,0FMIS@cyaNOG,0XTYM@NOG	NA|NA|NA		
GC00009091	313612.L8106_07946	1e-46	194.5					bactNOG[38]	05DWB@bactNOG,0FRCF@cyaNOG,0XQCV@NOG	NA|NA|NA		
GC00009092	555779.Dthio_PD0398	6.6e-151	540.8					bactNOG[38]	08N5Z@bactNOG,101S2@NOG	NA|NA|NA		
GC00009094	626939.HMPREF9443_00461	1.1e-20	105.9					bactNOG[38]	05WAF@bactNOG,0NQ35@firmNOG,0X3TB@negNOG,11PT0@NOG	NA|NA|NA	S	NC domain protein
GC00009096	868132.Metbo_1110	1.7e-09	67.8					arNOG[11]	12A0F@NOG,arCOG09612@arNOG	NA|NA|NA	S	Inherit from COG: repeat-containing protein
GC00009119	1005058.UMN179_02407	6.7e-10	68.9	BMUL_2816				bactNOG[38]	0682P@bactNOG,0R5J4@gproNOG,0XV73@NOG,17S32@proNOG	NA|NA|NA	S	Hypothetical protein (DUF2513)
GC00009123	575587.HMPREF0026_00515	6.6e-119	432.2	YCBX	GO:0008150,GO:0008152,GO:0009056,GO:0009404,GO:0009407,GO:0009987,GO:0019748,GO:0044237,GO:0044248,GO:0044710	K07140		bactNOG[38]	05QVC@bactNOG,0QKT6@gproNOG,16TKC@proNOG,COG3217@NOG	NA|NA|NA	C	MOSC domain-containing protein
GC00009124	575587.HMPREF0026_01595	1.4e-24	116.7					bactNOG[38]	06E8A@bactNOG,0Y6G5@NOG	NA|NA|NA		
GC00009126	553217.ENHAE0001_1556	1.1e-14	85.1					bactNOG[38]	05YVV@bactNOG,0QW8D@gproNOG,125Z4@NOG,17QYD@proNOG	NA|NA|NA		
GC00009127	525244.HMPREF0023_3172	2.9e-70	269.6	ECTC	GO:0006950,GO:0008150,GO:0050896	K06720		bactNOG[38]	08Z6K@bactNOG,0QRAG@gproNOG,11NEJ@NOG,17CBH@proNOG	NA|NA|NA	H	Catalyzes the circularization of gamma-N-acetyl- alpha,gamma-diaminobutyric acid (ADABA) to ectoine (1,4,5,6- tetrahydro-2-methyl-4-pyrimidine carboxylic acid), which is an excellent osmoprotectant (By similarity)
GC00009128	525244.HMPREF0023_3174	2.4e-94	350.1	ECTA	GO:0003674,GO:0003824,GO:0006082,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016053,GO:0016407,GO:0016740,GO:0016746,GO:0016747,GO:0018130,GO:0019491,GO:0019752,GO:0032787,GO:0034641,GO:0042399,GO:0043436,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0046483,GO:0071704,GO:0072330,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	K06718		bactNOG[38]	08Z24@bactNOG,0QRMG@gproNOG,11N89@NOG,17C7G@proNOG	NA|NA|NA	E	l-2,4-diaminobutyric acid acetyltransferase
GC00009129	313595.P700755_09748	2.4e-18	97.8					bactNOG[38]	07D40@bactNOG,09QA4@bctoNOG,0PEE2@flaNOG,0ZAE9@NOG	NA|NA|NA		
GC00009132	525257.HMPREF0204_11525	2.1e-21	107.8					bactNOG[38]	05YN7@bactNOG,09NNI@bctoNOG,121MZ@NOG	NA|NA|NA		
GC00009133	339671.Asuc_0103	3e-105	387.5					bactNOG[38]	06U09@bactNOG,0YIZH@NOG,1815N@proNOG	NA|NA|NA	S	O-Antigen ligase
GC00009134	221988.MS1494	1.3e-131	474.9					bactNOG[38]	05GNW@bactNOG,0R4PM@gproNOG,17U35@proNOG,COG0438@NOG	NA|NA|NA	M	Glycosyl transferases group 1
GC00009135	339671.Asuc_0105	3.7e-135	486.9					bactNOG[38]	05X8W@bactNOG,0QXNG@gproNOG,17NXM@proNOG,COG2244@NOG	NA|NA|NA	M	Polysaccharide biosynthesis protein
GC00009136	392500.Swoo_2817	1.7e-39	167.5					bactNOG[38]	062XX@bactNOG,0QX7S@gproNOG,12C0P@NOG,17QFY@proNOG	NA|NA|NA		
GC00009139	525257.HMPREF0204_12245	3.7e-32	144.8					bactNOG[38]	06VPR@bactNOG,0YQ4U@NOG	NA|NA|NA		
GC00009140	319224.Sputcn32_1263	3.2e-12	77.8					bactNOG[38]	06RBH@bactNOG,0YH87@NOG,17ZHN@proNOG	NA|NA|NA		
GC00009142	218491.ECA0126	9.5e-42	174.5					bactNOG[38]	05Z01@bactNOG,0QV1F@gproNOG,123GX@NOG,17JNJ@proNOG	NA|NA|NA	K	Transcriptional regulator
GC00009143	675815.VOA_001443	2e-26	124.4					bactNOG[38]	08XIT@bactNOG,0R0DX@gproNOG,11HVS@NOG,17WS8@proNOG	NA|NA|NA		
GC00009145	259564.Mbur_1217	2.9e-21	107.5					NOG[107]	11S02@NOG	NA|NA|NA		
GC00009148	240016.VspiD_010100009605	1.1e-30	138.7					bactNOG[38]	064CI@bactNOG,12D97@NOG	NA|NA|NA		
GC00009149	546266.NEIMUCOT_04682	2.4e-26	124.4					bactNOG[38]	071M8@bactNOG,0BNNQ@bproNOG,0YYX3@NOG,184ZZ@proNOG	NA|NA|NA		
GC00009157	575586.HMPREF0016_03309	5.3e-44	182.6					bactNOG[38]	0785W@bactNOG,0ZFJ8@NOG,186FY@proNOG	NA|NA|NA		
GC00009158	575586.HMPREF0016_03310	1.2e-53	214.9					bactNOG[38]	05SIZ@bactNOG,0QV07@gproNOG,11UU7@NOG,16X01@proNOG	NA|NA|NA		
GC00009159	575586.HMPREF0016_03311	1.3e-55	221.1					bactNOG[38]	05SZR@bactNOG,0QYSP@gproNOG,12127@NOG,17JFU@proNOG	NA|NA|NA		
GC00009162	535289.Dtpsy_1686	1.2e-167	594.7	OCAR_4852	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0032991,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043190,GO:0043234,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044425,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K02004		bactNOG[38]	07SEI@bactNOG,0B9ZP@bproNOG,0XNY5@NOG,16S6Z@proNOG	NA|NA|NA	V	FtsX-like permease family
GC00009166	716544.wcw_0232	1.3e-58	231.9					bactNOG[38]	08U7Z@bactNOG,0CYQ7@chlaNOG,11FKY@NOG	NA|NA|NA	S	P4Hc
GC00009167	309807.SRU_2706	4.4e-15	85.9	ANT_04980				bactNOG[38]	06CSV@bactNOG,0Y1HR@NOG	NA|NA|NA	L	Transposase
GC00009172	319224.Sputcn32_3526	3.6e-31	140.2					bactNOG[38]	05GI1@bactNOG,0R062@gproNOG,11S02@NOG,17YS4@proNOG	NA|NA|NA		
GC00009173	29875.EHK17396	7e-16	90.9	CTS2	GO:0000272,GO:0000322,GO:0000323,GO:0000324,GO:0000910,GO:0000920,GO:0003674,GO:0003824,GO:0004553,GO:0004568,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005886,GO:0005975,GO:0005976,GO:0006022,GO:0006026,GO:0006030,GO:0006032,GO:0006037,GO:0006039,GO:0006040,GO:0006807,GO:0007049,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009277,GO:0009986,GO:0009987,GO:0010383,GO:0016020,GO:0016043,GO:0016052,GO:0016787,GO:0016798,GO:0016998,GO:0022402,GO:0022411,GO:0030312,GO:0031505,GO:0032506,GO:0034218,GO:0034232,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044036,GO:0044237,GO:0044238,GO:0044247,GO:0044248,GO:0044260,GO:0044262,GO:0044264,GO:0044275,GO:0044277,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044723,GO:0044724,GO:0044763,GO:0045229,GO:0046348,GO:0046379,GO:0051301,GO:0070910,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0071852,GO:0071853,GO:0071854,GO:0071944,GO:0071966,GO:1901071,GO:1901072,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575	K01183		fuNOG[21]	03R15@ascNOG,0PIRU@fuNOG,0S9XJ@hypNOG,11GPA@NOG,12T4G@opiNOG,19KGM@sordNOG,KOG4701@euNOG	NA|NA|NA	M	Inherit from sordNOG: Glycoside hydrolase family 18 protein
GC00009174	548476.CaurA7_010100006816	8.6e-117	426.0					bactNOG[38]	00W78@actNOG,06QXA@bactNOG,0YGV2@NOG	NA|NA|NA	S	Secreted protein
GC00009175	701347.Entcl_3108	3.4e-68	263.5	PCP	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K01304		bactNOG[38]	08KN7@bactNOG,0QN18@gproNOG,173PC@proNOG,COG2039@NOG	NA|NA|NA	O	Removes 5-oxoproline from various penultimate amino acid residues except L-proline (By similarity)
GC00009176	267608.RSc2167	6e-106	389.4	SP_0859				bactNOG[38]	05CWS@bactNOG,0BAXX@bproNOG,16RVR@proNOG,COG3817@NOG	NA|NA|NA	S	Protein of unknown function (DUF979)
GC00009177	592316.Pat9b_1106	2.4e-86	323.9	ENC_10390				bactNOG[38]	05F4N@bactNOG,0QJ56@gproNOG,16RBX@proNOG,COG3819@NOG	NA|NA|NA	S	membrAne
GC00009178	553217.ENHAE0001_2085	4e-128	462.6					bactNOG[38]	0649T@bactNOG,0QRGS@gproNOG,11J87@NOG,16SV7@proNOG	NA|NA|NA	O	DSBA Oxidoreductase
GC00009180	391589.RGAI101_2112	1.7e-07	60.5	YIAD	GO:0005575,GO:0005623,GO:0005886,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944	K02557,K03286,K12216		bactNOG[38]	01YW9@aproNOG,08ZG0@bactNOG,17A17@proNOG,COG2885@NOG	NA|NA|NA	M	ompa motb domain protein
GC00009185	533240.CRC_03153	3.4e-60	237.7					bactNOG[38]	08SND@bactNOG,11GKJ@NOG	NA|NA|NA	S	CRISPR-associated protein (Cas_APE2256)
GC00009186	987059.RBXJA2T_01910	1.4e-67	263.1					bactNOG[38]	08MYT@bactNOG,0XVBQ@NOG,17QH4@proNOG	NA|NA|NA	L	RAMP superfamily
GC00009188	987059.RBXJA2T_01900	1.7e-56	225.7					bactNOG[38]	07AS6@bactNOG,18DAP@proNOG,COG1337@NOG	NA|NA|NA	L	RAMP superfamily
GC00009189	987059.RBXJA2T_01895	3.7e-44	184.9			K19134		bactNOG[38]	08WS6@bactNOG,0ZPBM@NOG,184CS@proNOG	NA|NA|NA		
GC00009190	987059.RBXJA2T_01890	3e-24	117.5					bactNOG[38]	06D47@bactNOG,0Y4B1@NOG,17SYC@proNOG	NA|NA|NA	L	RAMP superfamily
GC00009191	987059.RBXJA2T_01885	3.3e-51	208.4					bactNOG[38]	08M7W@bactNOG,0ZK91@NOG,17SG0@proNOG	NA|NA|NA		
GC00009204	643867.Ftrac_3681	1.9e-180	637.5					bactNOG[38]	08P96@bactNOG,09RDD@bctoNOG,0ZIJ2@NOG	NA|NA|NA	V	Restriction endonuclease BpuJI - N terminal
GC00009209	264198.Reut_A2135	9.1e-35	152.1					bactNOG[38]	05KGV@bactNOG,0BE7Z@bproNOG,17GJK@proNOG,COG4875@NOG	NA|NA|NA	S	Calcium calmodulin dependent protein kinase II, association-domain protein
GC00009213	7217.FBpp0116400	1.6e-07	61.2					artNOG[6]	03F7F@artNOG,0AXRN@biNOG,0H1B5@dipNOG,0I0SH@droNOG,0KBJB@euNOG,0T1NB@inNOG,0WAD8@meNOG,10N6Y@NOG,14R9M@opiNOG	NA|NA|NA	S	Protein of unknown function (DUF725)
GC00009216	445975.COLSTE_00554	6.3e-08	63.2			K00558		bactNOG[38]	00UQ0@actNOG,07TYM@bactNOG,COG0270@NOG,COG3066@NOG	NA|NA|NA	L	Cytosine-specific methyltransferase
GC00009221	243233.MCA2390	2.4e-65	254.2					bactNOG[38]	05G33@bactNOG,11RKM@NOG,17EMS@proNOG	NA|NA|NA	M	Prolipoprotein diacylglyceryl transferase
GC00009230	7460.GB15935-PA	1.2e-10	71.6	ANT				NOG[107]	11GG6@NOG	NA|NA|NA	S	Anti-repressor protein
GC00009233	485918.Cpin_5847	1.6e-68	265.4					bactNOG[38]	088VR@bactNOG,09ANY@bctoNOG,0Z44V@NOG,1AHEB@sphNOG	NA|NA|NA	S	Lipase (class 3)
GC00009242	351348.Maqu_2563	7e-12	75.9			K11904		bactNOG[38]	05CNA@bactNOG,0QHWF@gproNOG,16PRH@proNOG,COG3209@NOG	NA|NA|NA	M	YD repeat protein
GC00009246	497965.Cyan7822_3507	4.4e-07	60.1					bactNOG[38]	05JQG@bactNOG,0FNK7@cyaNOG,11P81@NOG	NA|NA|NA		
GC00009252	457570.Nther_0790	1.3e-84	318.5					bactNOG[38]	05PY3@bactNOG,0EY71@cloNOG,0P19E@firmNOG,11Y8U@NOG	NA|NA|NA		
GC00009255	741091.Rahaq_2036	7e-21	105.5					bactNOG[38]	068VG@bactNOG,0R6P0@gproNOG,0XX14@NOG,17S8C@proNOG	NA|NA|NA		
GC00009261	1028803.GG9_0165	3.6e-54	216.5					bactNOG[38]	061MB@bactNOG,0R6CY@gproNOG,12AQA@NOG,17UZY@proNOG	NA|NA|NA		
GC00009263	861360.AARI_29670	1.8e-13	81.6					bactNOG[38]	080EP@bactNOG,0ZWNX@NOG	NA|NA|NA		
GC00009264	320771.Cflav_PD3092	1.2e-09	67.8					bactNOG[38]	062PV@bactNOG,12BVM@NOG	NA|NA|NA		
GC00009275	927666.SOR_0978	2.8e-195	687.2					bactNOG[38]	04RW9@bacNOG,06PA1@bactNOG,0NGC7@firmNOG,0XQN3@NOG	NA|NA|NA	V	AlwI restriction endonuclease
GC00009277	528357.NgonPI_010100006224	4e-26	122.9					bactNOG[38]	077X7@bactNOG,0Z4X8@NOG,1868X@proNOG	NA|NA|NA		
GC00009278	553217.ENHAE0001_0122	8.5e-09	66.2					bactNOG[38]	0642B@bactNOG,0QXNP@gproNOG,0XVF5@NOG,17Q1V@proNOG	NA|NA|NA	S	Protein of unknown function (DUF805)
GC00009291	1042876.PPS_3715	1.6e-09	68.2					bactNOG[38]	06GAD@bactNOG,0Y4HW@NOG	NA|NA|NA		
GC00009309	319224.Sputcn32_2308	3.7e-15	86.3					bactNOG[38]	07AIP@bactNOG,0R6HM@gproNOG,0ZCBT@NOG,189JQ@proNOG	NA|NA|NA		
GC00009315	887324.HMPREF0027_0637	4.3e-18	95.9	ENVE	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944			bactNOG[38]	06F2Y@bactNOG,0QKSG@gproNOG,0XTIS@NOG,17W5S@proNOG	NA|NA|NA	G	RICIN
GC00009329	349106.PsycPRwf_0320	1.2e-11	75.5	CPXP		K06006		bactNOG[38]	068DY@bactNOG,0QZ3Y@gproNOG,17S5S@proNOG,COG3678@NOG	NA|NA|NA	N, P, T, U	P pilus assembly Cpx signaling pathway inhibitor zinc-resistance associated protein
GC00009333	710393.HSUHS1_0957	2.5e-122	444.5					bactNOG[38]	06KQ8@bactNOG,0YBJP@NOG,17Y4J@proNOG	NA|NA|NA	V	AlwI restriction endonuclease
GC00009337	643867.Ftrac_3422	6.7e-14	83.2					bactNOG[38]	06DR2@bactNOG,0XZZ9@NOG	NA|NA|NA		
GC00009347	1009370.ALO_04638	7.4e-08	62.8					bactNOG[38]	06EVE@bactNOG,0Y3VX@NOG	NA|NA|NA		
GC00009355	314282.PCNPT3_05911	1.4e-49	202.2					bactNOG[38]	08CGZ@bactNOG,0XYX7@NOG	NA|NA|NA	S	Acyltransferase family
GC00009356	888742.HMPREF9123_1856	1.8e-14	83.2					bactNOG[38]	05KI5@bactNOG,11UNI@NOG,17QB5@proNOG	NA|NA|NA		
GC00009359	888741.HMPREF9098_1584	3.6e-10	70.5					bactNOG[38]	06D72@bactNOG,0Y4FW@NOG	NA|NA|NA		
GC00009366	391735.Veis_0460	3e-72	279.3					bactNOG[38]	05FW2@bactNOG,11P44@NOG,176TP@proNOG	NA|NA|NA	S	FG-GAP repeat HVR domain protein
GC00009374	546270.GEMHA0001_0899	1.9e-51	208.4					bactNOG[38]	0549N@bacNOG,08FMX@bactNOG,0P5GP@firmNOG,COG1002@NOG	NA|NA|NA	V	Eco57I restriction-modification methylase
GC00009378	225937.HP15_3500	1.8e-90	338.2	OCAR_7182				bactNOG[38]	06EH3@bactNOG,0QHTK@gproNOG,0YBCX@NOG,173T6@proNOG	NA|NA|NA	S	membrAne
GC00009383	103690.all1849	1.3e-14	85.9					bactNOG[38]	05UYB@bactNOG,0FP7W@cyaNOG,11XWZ@NOG	NA|NA|NA		
GC00009398	391589.RGAI101_3650	6e-09	65.9					bactNOG[38]	024YY@aproNOG,06HK7@bactNOG,0Y46T@NOG,17UQ9@proNOG	NA|NA|NA		
GC00009402	626523.GCWU000342_01708	9.3e-49	200.3			K07011		bactNOG[38]	0602S@bactNOG,0ES9M@cloNOG,0NHQG@firmNOG,COG1216@NOG	NA|NA|NA	M	Inherit from bactNOG: Transferase
GC00009403	1035188.HMPREF9952_0217	8.2e-47	193.0					bactNOG[38]	071RS@bactNOG,0YZ34@NOG	NA|NA|NA		
GC00009405	862751.SACTE_0317	1.4e-90	339.0					bactNOG[38]	00FBH@actNOG,08NR0@bactNOG,0ZG9V@NOG	NA|NA|NA		
GC00009408	369723.Strop_1435	3e-09	68.6					bactNOG[38]	00PQ1@actNOG,05RZ8@bactNOG,11XE4@NOG	NA|NA|NA		
GC00009419	669262.COK_0608	5.8e-32	144.1	SIAD				bactNOG[38]	060HX@bactNOG,129DG@NOG,17N1S@proNOG	NA|NA|NA	S	Alpha-2,8-polysialyltransferase (POLYST)
GC00009421	313603.FB2170_15658	1.3e-21	109.0					bactNOG[38]	05HAQ@bactNOG,09RVJ@bctoNOG,0PC2W@flaNOG,0ZXCB@NOG	NA|NA|NA	S	FRG domain
GC00009427	629741.GCWU000324_02042	9.2e-19	97.8					bactNOG[38]	08SFS@bactNOG,11GMB@NOG,17WTF@proNOG	NA|NA|NA	S	Protein of unknown function (DUF1152)
GC00009428	629741.GCWU000324_02042	1.8e-43	181.0					bactNOG[38]	08SFS@bactNOG,11GMB@NOG,17WTF@proNOG	NA|NA|NA	S	Protein of unknown function (DUF1152)
GC00009430	575586.HMPREF0016_02714	8.9e-14	81.3	RECQ2		K03654		bactNOG[38]	05C9U@bactNOG,0QM3E@gproNOG,16PKD@proNOG,COG0514@NOG	NA|NA|NA	L	ATP-dependent DNA helicase RecQ
GC00009431	228410.NE2520	3.1e-93	347.1	RECQ		K03654		bactNOG[38]	05C9U@bactNOG,0BHHA@bproNOG,16PKD@proNOG,COG0514@NOG	NA|NA|NA	L	Atp-dependent dna helicase
GC00009440	243365.CV_2539	8.9e-18	95.5					bactNOG[38]	06339@bactNOG,0BMV2@bproNOG,123ZP@NOG,17KWX@proNOG	NA|NA|NA		
GC00009448	525257.HMPREF0204_10026	3e-26	124.0					bactNOG[38]	06TRT@bactNOG,09N6P@bctoNOG,0PEG7@flaNOG,0YMB9@NOG	NA|NA|NA		
GC00009452	529507.PMI0497	8.2e-168	595.5					bactNOG[38]	064UG@bactNOG,0QJ89@gproNOG,0ZGC3@NOG,1754Q@proNOG	NA|NA|NA	S	Terminase large subunit
GC00009478	536233.CLO_3392	2.1e-07	61.6					NOG[107]	1273Z@NOG	NA|NA|NA		
GC00009480	629741.GCWU000324_00075	1.2e-55	221.5					bactNOG[38]	08TMS@bactNOG,1798T@proNOG,COG4295@NOG	NA|NA|NA	S	Uncharacterized protein conserved in bacteria (DUF2263)
GC00009486	502025.Hoch_0120	1.1e-38	166.8					bactNOG[38]	08BG8@bactNOG,101ZS@NOG,1701C@proNOG	NA|NA|NA	S	Domain of Unknown Function (DUF349)
GC00009497	710393.HSUHS1_0813	1.6e-11	74.7	HP1117		K07126		bactNOG[38]	05EUU@bactNOG,0GEPK@delNOG,0I4EX@eproNOG,16RFM@proNOG,COG0790@NOG	NA|NA|NA	S	Sel1 domain protein
GC00009503	395019.Bmul_1814	9.2e-18	95.9	SG1657				bactNOG[38]	08PR7@bactNOG,0BMT0@bproNOG,11XGE@NOG,176GD@proNOG	NA|NA|NA		
GC00009512	469595.CSAG_03651	3.7e-17	94.0					bactNOG[38]	05J3M@bactNOG,11R5Q@NOG,17F52@proNOG	NA|NA|NA		
GC00009519	638300.HMPREF0198_1081	5.7e-08	63.2					bactNOG[38]	07F2F@bactNOG,COG2340@NOG	NA|NA|NA	M	Cysteine-rich secretory protein family
GC00009525	545694.TREPR_3111	2.7e-50	203.8					bactNOG[38]	06U7N@bactNOG,0YMZY@NOG	NA|NA|NA		
GC00009526	545694.TREPR_3111	4.9e-24	115.5					bactNOG[38]	06U7N@bactNOG,0YMZY@NOG	NA|NA|NA		
GC00009531	634503.NT01EI_3055	1.6e-08	64.7					bactNOG[38]	075VQ@bactNOG,0R6SS@gproNOG,0Z37P@NOG,187JW@proNOG	NA|NA|NA		
GC00009533	526218.Sterm_3335	7.2e-16	88.6					bactNOG[38]	066AC@bactNOG,0XU98@NOG	NA|NA|NA		
GC00009543	546262.NEICINOT_03516	6e-16	89.0	CMR1		K07061		bactNOG[38]	08P52@bactNOG,17PGW@proNOG,COG1367@NOG	NA|NA|NA	L	crispr-associated ramp protein
GC00009544	546262.NEICINOT_03516	1e-48	199.1	CMR1		K07061		bactNOG[38]	08P52@bactNOG,17PGW@proNOG,COG1367@NOG	NA|NA|NA	L	crispr-associated ramp protein
GC00009545	547045.NEISICOT_03655	3.3e-82	310.8			K09127		bactNOG[38]	08083@bactNOG,10T0X@NOG,17J1T@proNOG	NA|NA|NA	L	CRISPR-Associated Protein
GC00009546	547045.NEISICOT_03653	2.1e-24	117.1	CMR5		K19141		bactNOG[38]	05SKR@bactNOG,120FA@NOG,17V10@proNOG	NA|NA|NA	L	CRISPR-associated protein, Cmr5 family
GC00009547	546266.NEIMUCOT_06635	1.1e-58	232.6	CMR6		K19142		bactNOG[38]	05JB1@bactNOG,17R1Z@proNOG,COG1604@NOG	NA|NA|NA	L	CRISPR-associated RAMP protein, Cmr6 family
GC00009552	641149.HMPREF9016_01716	1.5e-17	93.6					bactNOG[38]	0818Z@bactNOG,0BQJD@bproNOG,11THT@NOG,16Z67@proNOG	NA|NA|NA	S	Protein of unknown function (DUF1643)
GC00009553	1005058.UMN179_02449	3.1e-24	117.5					bactNOG[38]	05SB9@bactNOG,0QVJA@gproNOG,11YJM@NOG,17I83@proNOG	NA|NA|NA		
GC00009569	641147.HMPREF9021_02238	1e-24	118.2	BB2213				bactNOG[38]	06843@bactNOG,0BGVA@bproNOG,0XVAT@NOG,17RP5@proNOG	NA|NA|NA	L	to Lactobacillus delbrueckii DNA binding protein SWALL Q8VN11 (EMBL AJ421486) (112 aa) fasta scores E() 0.0039, 31.81 id in 88 aa
GC00009573	1085623.GNIT_1810	9.5e-41	172.6	THYX		K03465		bactNOG[38]	07R2U@bactNOG,16TCS@proNOG,COG1351@NOG	NA|NA|NA	F	Catalyzes the formation of dTMP and tetrahydrofolate from dUMP and methylenetetrahydrofolate (By similarity)
GC00009578	391589.RGAI101_3650	3.6e-12	76.6					bactNOG[38]	024YY@aproNOG,06HK7@bactNOG,0Y46T@NOG,17UQ9@proNOG	NA|NA|NA		
GC00009581	223926.VPA0684	2.2e-121	441.0	ASLB		K06871		bactNOG[38]	05C4X@bactNOG,0QJDM@gproNOG,16R87@proNOG,COG0641@NOG	NA|NA|NA	S	arylsulfatase regulator
GC00009582	221988.MS2161	3.3e-13	79.3	LIPW				bactNOG[38]	08P9D@bactNOG,0QSER@gproNOG,1794A@proNOG,COG0657@NOG	NA|NA|NA	I	alpha beta hydrolase fold-3 domain protein
GC00009588	622637.Met49242DRAFT_4270	1.3e-110	404.8					bactNOG[38]	01T0Q@aproNOG,05E6F@bactNOG,16RU0@proNOG,COG3843@NOG	NA|NA|NA	U	Protein of unknown function (DUF3363)
GC00009595	641147.HMPREF9021_01724	1.2e-57	228.8					bactNOG[38]	08SQ3@bactNOG,0BCT3@bproNOG,11HFG@NOG,1784W@proNOG	NA|NA|NA	S	Zinc metalloproteinase Mpr protein
GC00009602	1005058.UMN179_00747	1.6e-17	93.6	YNZC	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464			bactNOG[38]	05VPS@bactNOG,0R6TE@gproNOG,186ZG@proNOG,COG4224@NOG	NA|NA|NA	S	Bacterial protein of unknown function (DUF896)
GC00009606	561180.BIFGAL_02795	4.1e-10	71.6			K07496		bactNOG[38]	00SJV@actNOG,08YUB@bactNOG,COG0675@NOG	NA|NA|NA	L	Pfam:Transposase_35
GC00009613	489653.NLA_2380	2.1e-54	217.2					bactNOG[38]	060QN@bactNOG,COG0215@NOG	NA|NA|NA	J	Inherit from COG: Cysteinyl-tRNA synthetase
GC00009619	391896.A1I_00605	1.2e-34	152.5					bactNOG[38]	088GJ@bactNOG,COG0286@NOG	NA|NA|NA	L	N-6 DNA Methylase
GC00009620	762984.HMPREF9445_01163	1.5e-25	121.7			K07452		bactNOG[38]	05614@bacteNOG,05FBQ@bactNOG,09BWK@bctoNOG,COG1401@NOG	NA|NA|NA	V	McrBC restriction endonuclease system, McrB subunit
GC00009621	591023.AM202_01985	7.1e-22	107.8	YHHX				bactNOG[38]	05D9R@bactNOG,0QNPJ@gproNOG,173YG@proNOG,COG0673@NOG	NA|NA|NA	S	Oxidoreductase
GC00009622	272843.PM1936	1.4e-84	317.4	Y2304				bactNOG[38]	05I22@bactNOG,0QRYW@gproNOG,11QMN@NOG,17C27@proNOG	NA|NA|NA		
GC00009623	426117.M446_2450	1.9e-14	83.6			K11904		bactNOG[38]	0835C@bactNOG,16WRH@proNOG,COG3209@NOG	NA|NA|NA	M	Inherit from COG: Rhs element vgr protein
GC00009624	384765.SIAM614_01444	2.2e-19	100.9					bactNOG[38]	07JCN@bactNOG,0Z19Q@NOG	NA|NA|NA		
GC00009630	981383.OTW25_010100015386	9.2e-16	87.4			K09384		bactNOG[38]	08IQH@bactNOG,0P6BY@firmNOG,0XNWF@NOG	NA|NA|NA	S	Uncharacterized conserved protein (DUF2075)
