geneCluster	Gene	Annotation	Min.group.size	Max.group.size	Avg.group.size	num_isolates	num_sequences	av_seq_per_isolate	num_basal_isolates	num_basal_seq	num_derived_isolates	num_derived_seq	num_flex_isolates	num_flex_seq	num_restricted_isolates	num_restricted_seq	GO_terms	KEGG_KOs	COG.cat	eggNOG.annot
GC00000157_2	hypothetical	NA	324	358	327.4942529	85	85	1	7	7	78	78	27	27	58	58	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K10716	P	Potassium channel protein
GC00000166_r1_1	sbp	Sulfate-binding_	59	393	368.3017751	85	166	1.95294118	7	13	78	153	27	51	58	115	"GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0006790,GO:0006810,GO:0008150,GO:0008152,GO:0009987,GO:0030288,GO:0030312,GO:0030313,GO:0031975,GO:0042597,GO:0043167,GO:0043168,GO:0043199,GO:0044237,GO:0044462,GO:0044464,GO:0051179,GO:0051234,GO:0071944,GO:1901681"	K02048	P	Sulfate ABC transporter periplasmic sulfate-binding protein
GC00000222_3	hsrA	ative_transport_protein_HsrA	202	483	456.6813187	85	89	1.04705882	7	7	78	82	27	29	58	60	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K18326	P	multidrug resistance protein mdtD
GC00000288	bicA	Bicarbonate_transporter_BicA	73	529	479.3727273	85	103	1.21176471	7	7	78	96	27	33	58	70	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K03321	P	Sulfate transporter
GC00000297_4	hypothetical	NA	48	672	596.5652174	85	86	1.01176471	7	7	78	79	27	28	58	58	"GO:0006810,GO:0008150,GO:0051179,GO:0051234"	"K03455,K11745,K11747"	P	glutathione-regulated potassium-efflux system protein
GC00000318_4	hypothetical	NA	45	490	398.4333333	85	88	1.03529412	7	8	78	80	27	30	58	58	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K03699	P	inner membrane protein YtfL
GC00000325_2	hypothetical	NA	93	215	209.7954545	85	85	1	7	7	78	78	27	27	58	58	NA	K01673	P	carbonic anhydrase
GC00000330_3	corA	Cobalt/magnesium_transport_protein_CorA	90	423	392.2808989	85	86	1.01176471	7	7	78	79	27	27	58	59	"GO:0000287,GO:0003674,GO:0005488,GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0005887,GO:0006461,GO:0008150,GO:0016020,GO:0016021,GO:0016043,GO:0022607,GO:0031224,GO:0031226,GO:0043167,GO:0043169,GO:0043933,GO:0044085,GO:0044425,GO:0044459,GO:0044464,GO:0046872,GO:0046914,GO:0050897,GO:0051259,GO:0051260,GO:0065003,GO:0070271,GO:0071822,GO:0071840,GO:0071944"	K03284	P	Magnesium and cobalt transport protein
GC00000375_2	bcr	Bicyclomycin_resistance_	93	432	411.6629213	85	87	1.02352941	7	7	78	80	27	28	58	59	NA	K07552	P	"drug resistance transporter, Bcr CflA"
GC00000387_2	copZ	Copper_chaperone_CopZ	73	74	73.98850575	85	85	1	7	7	78	78	27	27	58	58	NA	"K07213,K08364"	P	heavy metal transport detoxification protein
GC00000389_3	hypothetical	NA	79	537	518.7078652	85	85	1	7	7	78	78	27	27	58	58	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K03306	P	Phosphate transporter family
GC00000400_2	putative	binding_protein_component_of_ABC_iron_tra	366	383	375.2643678	85	85	1	7	7	78	78	27	27	58	58	NA	K02012	P	"extracellular solute-binding protein, family 1"
GC00000426	sat	Sulfate_adenylyltransfera	140	450	412.3548387	85	90	1.05882353	7	7	78	83	27	29	58	61	"GO:0000103,GO:0003674,GO:0003824,GO:0004779,GO:0004781,GO:0006790,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0044237,GO:0070566"	"K00958,K13811"	P	Sulfate adenylate transferase
GC00000493	hypothetical	NA	99	563	543.8681319	85	88	1.03529412	7	7	78	81	27	28	58	60	"GO:0000103,GO:0003674,GO:0003824,GO:0006790,GO:0008150,GO:0008152,GO:0009987,GO:0016002,GO:0016491,GO:0016667,GO:0044237,GO:0044710,GO:0055114"	"K00366,K00381,K00392"	P	Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L- cysteine from sulfate (By similarity)
GC00000529	hypothetical	NA	68	490	467.7444444	85	85	1	7	7	78	78	27	27	58	58	"GO:0005575,GO:0006873,GO:0006875,GO:0006879,GO:0008150,GO:0009987,GO:0016020,GO:0019725,GO:0030003,GO:0042592,GO:0044699,GO:0044763,GO:0046916,GO:0048878,GO:0050801,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008"	K07231	P	Iron-regulated protein
GC00000535	ppk	Polyphosphate_kina	102	869	722.7555556	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008976,GO:0009358,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0032991,GO:0043234,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0071944"	K00937	P	Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP) (By similarity)
GC00000581	putative	lfate_tra	131	602	559	85	87	1.02352941	7	7	78	80	27	28	58	59	NA	K03321	P	Sulfate transporter
GC00000598	hypothetical	NA	67	228	222.6516854	85	86	1.01176471	7	8	78	78	27	28	58	58	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K02072	P	D-methionine transport system permease protein
GC00000703	sodB	Superoxide_dismutase_[Fe]	173	210	208.6136364	85	86	1.01176471	7	7	78	79	27	28	58	58	"GO:0003674,GO:0003824,GO:0004784,GO:0006801,GO:0008150,GO:0008152,GO:0009987,GO:0016209,GO:0016491,GO:0016721,GO:0044237,GO:0044710,GO:0055114,GO:0072593"	K04564	P	Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity)
GC00000722	nhaA	Na(+)/H(+)_antiporter_NhaA	134	401	395.4318182	85	85	1	7	7	78	78	27	27	58	58	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K03313	P	Na( ) H( ) antiporter that extrudes sodium in exchange for external protons (By similarity)
GC00000757_2	yibN	ative_protein_YibN	149	169	151.0114943	85	85	1	7	7	78	78	27	27	58	58	NA	K01011	P	Rhodanese domain protein
GC00000786	hypothetical	NA	205	568	551.9090909	85	85	1	7	7	78	78	27	27	58	58	"GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0008150,GO:0016020,GO:0051179,GO:0051234"	K02011	P	abc transporter permease protein
GC00000918	hypothetical	NA	116	184	122.6704545	85	86	1.01176471	7	7	78	79	27	27	58	59	NA	K06193	P	Alkylphosphonate utilization operon protein PhnA
GC00000982	znuB	High-affinity_zinc_uptake_system_membrane_protein_ZnuB	263	281	272.045977	85	85	1	7	7	78	78	27	27	58	58	"GO:0000041,GO:0003674,GO:0003824,GO:0005215,GO:0005385,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006829,GO:0008150,GO:0008152,GO:0008324,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015399,GO:0015405,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0034220,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046873,GO:0046915,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071577,GO:0071704,GO:0071944,GO:0072509,GO:0072511,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	"K02075,K09816"	P	ABC transporter
GC00001029	metQ	D-methionine-binding_lipoprotein_MetQ	296	334	319.8965517	85	85	1	7	7	78	78	27	27	58	58	NA	K02073	P	(Lipo)protein
GC00001075	hypothetical	NA	156	173	160.3678161	85	85	1	7	7	78	78	27	27	58	58	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K04047	P	dNA-binding protein
GC00001124	nhaP2	K(+)/H(+)_antiporter_NhaP2	197	796	756.6091954	85	85	1	7	7	78	78	27	27	58	58	NA	K03316	P	Sodium hydrogen exchanger
GC00001287	fur	Ferric_uptake_regulation_	131	145	143.8390805	85	85	1	7	7	78	78	27	27	58	58	"GO:0001071,GO:0003674,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0008150,GO:0008270,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0043167,GO:0043169,GO:0044424,GO:0044464,GO:0046872,GO:0046914,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:2000112,GO:2001141"	"K03711,K09825"	P	Ferric uptake
GC00001338	putative	Fe(2+)-trafficking_	96	99	96.33333333	85	85	1	7	7	78	78	27	27	58	58	"GO:0006950,GO:0006979,GO:0008150,GO:0009987,GO:0033554,GO:0034599,GO:0042221,GO:0044699,GO:0044763,GO:0050896,GO:0051716,GO:0070887"	NA	P	"Could be a mediator in iron transactions between iron acquisition and iron-requiring processes, such as synthesis and or repair of Fe-S clusters in biosynthetic enzymes (By similarity)"
GC00000013_13	hypothetical	NA	42	572	510.8121547	84	171	2.01176471	7	11	77	160	26	50	58	121	NA	K02168	P	Choline carnitine betaine transporter
GC00000142_8	tusA	Sulfur_carrier_protein_TusA	83	125	104.3103448	84	84	0.98823529	7	7	77	77	26	26	58	58	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0006810,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016782,GO:0016783,GO:0022892,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0051179,GO:0051234,GO:0071704,GO:0090304,GO:0097163,GO:1901360"	K04085	P	"Part of a sulfur-relay system required for 2-thiolation of 5-methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at tRNA wobble positions. Interacts with IscS and stimulates its activity. Then, accepts a sulfur from IscS and transfers it in turn to TusD (By similarity)"
GC00000157_1	hypothetical	NA	276	283	276.0813953	85	85	1	7	7	78	78	27	27	58	58	NA	K10716	P	Ion transport protein
GC00000206_2	hypothetical	NA	66	695	656.4347826	84	88	1.03529412	6	6	78	82	26	29	58	59	"GO:0000302,GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006974,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016684,GO:0020037,GO:0033554,GO:0034599,GO:0034614,GO:0042221,GO:0042542,GO:0042743,GO:0042744,GO:0043167,GO:0043169,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046872,GO:0046906,GO:0046914,GO:0050896,GO:0051716,GO:0055114,GO:0070301,GO:0070887,GO:0072593,GO:0097159,GO:1901363,GO:1901700,GO:1901701"	K03781	P	catalase
GC00000233_r1_1	hypothetical	NA	31	409	375.7647059	84	97	1.14117647	7	12	77	85	27	34	57	63	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K16264	P	cation diffusion facilitator family transporter
GC00000268_5	yycB	ative_transporter_YycB	344	501	422.091954	84	84	0.98823529	7	7	77	77	26	26	58	58	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K03449	P	transporter
GC00000376_r1_1	hypothetical	NA	415	457	428.0645161	85	92	1.08235294	7	14	78	78	27	34	58	58	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	NA	P	transporter
GC00000576_r1_1	hypothetical	NA	42	418	401.4831461	84	86	1.01176471	7	7	77	79	26	28	58	58	NA	NA	P	Toxic anion resistance family protein
GC00000746_2	yojM	Superoxide_dismutase-like_protein_YojM	182	190	184.9186047	84	84	0.98823529	7	7	77	77	27	27	57	57	"GO:0000302,GO:0000303,GO:0003674,GO:0003824,GO:0004784,GO:0005488,GO:0005507,GO:0005575,GO:0005623,GO:0006801,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008270,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016721,GO:0019430,GO:0030288,GO:0030312,GO:0030313,GO:0031975,GO:0033554,GO:0034599,GO:0034614,GO:0042221,GO:0042597,GO:0043167,GO:0043169,GO:0044237,GO:0044462,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0071451,GO:0071944,GO:0072593,GO:1901700,GO:1901701"	K04565	P	Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity)
GC00001159_r1_1	tusE	Sulfurtransferase_TusE	57	143	119.0348837	84	84	0.98823529	6	6	78	78	26	26	58	58	"GO:0002097,GO:0002098,GO:0002143,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006790,GO:0006807,GO:0006810,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016491,GO:0016667,GO:0016740,GO:0016782,GO:0016783,GO:0018551,GO:0019417,GO:0022892,GO:0034227,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0044710,GO:0046483,GO:0051179,GO:0051234,GO:0055114,GO:0071704,GO:0090304,GO:0097163,GO:1901360"	K11179	P	Part of a sulfur-relay system (By similarity)
GC00001231_2	yffB	Protein_YffB	117	129	122.9883721	84	84	0.98823529	7	7	77	77	26	26	58	58	NA	K00537	P	arsenate reductase
GC00001434	hypothetical	NA	361	387	378.3837209	85	85	1	7	7	78	78	27	27	58	58	NA	K03308	P	transporter
GC00000013_r1_1	hypothetical	NA	60	701	637.6759259	83	101	1.18823529	5	6	78	95	25	31	58	70	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K02168	P	Choline carnitine betaine transporter
GC00000326_3	putative	metallo-hydrola	288	304	290.0235294	83	83	0.97647059	7	7	76	76	26	26	57	57	NA	K01069	P	beta-lactamase domain protein
GC00000408_r1_1	sdcS	Sodium-dependent_dicarboxylate_transporter_SdcS	306	488	471.0588235	84	84	0.98823529	7	7	77	77	27	27	57	57	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0016020,GO:0044464,GO:0051179,GO:0051234,GO:0071944"	K14445	P	transporter
GC00000423_4	emrE	Multidrug_transporter_EmrE	110	134	114.3255814	83	84	0.98823529	7	7	76	77	26	26	57	58	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006805,GO:0006810,GO:0006855,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009410,GO:0009987,GO:0015291,GO:0015297,GO:0015893,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0033554,GO:0042221,GO:0042493,GO:0044237,GO:0044425,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0070887,GO:0071466,GO:0071944"	K03297	P	multidrug resistance protein
GC00001370_r1_1	btuB	Vitamin_B12_transporter_BtuB	512	711	650.5647059	84	84	0.98823529	6	6	78	78	26	26	58	58	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0008150,GO:0009279,GO:0015889,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0044699,GO:0044765,GO:0051179,GO:0051180,GO:0051234,GO:0071702,GO:0071705,GO:0071944"	"K02014,K16092"	P	Involved in the active translocation of vitamin B12 (cyanocobalamin) across the outer membrane to the periplasmic space. It derives its energy for transport by interacting with the trans-periplasmic membrane protein TonB (By similarity)
GC00001390_r1_1	hypothetical	NA	71	109	91.50588235	84	84	0.98823529	7	7	77	77	26	26	58	58	NA	NA	P	cytochrome oxidase maturation protein cbb3-type
GC00001403_2	ydcV	Inner_membrane_ABC_transporter_permease_protein_YdcV	258	289	272	83	83	0.97647059	7	7	76	76	27	27	56	56	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015203,GO:0015399,GO:0015405,GO:0015417,GO:0015695,GO:0015846,GO:0015847,GO:0015848,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1902047"	K11070	P	Putrescine ABC transporter
GC00001463	potB	Spermidine/putrescine_transport_system_permease_protein_PotB	291	318	294.8823529	83	83	0.97647059	7	7	76	76	27	27	56	56	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015203,GO:0015399,GO:0015405,GO:0015417,GO:0015695,GO:0015846,GO:0015847,GO:0015848,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0031224,GO:0034641,GO:0034655,GO:0042278,GO:0042454,GO:0042623,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044425,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1902047"	K11071	P	Putrescine ABC transporter
GC00000015_11	pstB	Phosphate_import_ATP-binding_protein_PstB	154	321	304.9285714	82	82	0.96470588	7	7	75	75	26	26	56	56	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0008152,GO:0008509,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015103,GO:0015114,GO:0015399,GO:0015405,GO:0015415,GO:0015698,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0034220,GO:0034641,GO:0034655,GO:0035435,GO:0042278,GO:0042454,GO:0042623,GO:0042625,GO:0042626,GO:0043225,GO:0043492,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	K02036	P	Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system (By similarity)
GC00000167_1	pstC	Phosphate_transport_system_permease_protein_PstC	316	323	316.8690476	82	82	0.96470588	7	7	75	75	26	26	56	56	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0008152,GO:0008509,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015103,GO:0015114,GO:0015399,GO:0015405,GO:0015415,GO:0015698,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0034220,GO:0034641,GO:0034655,GO:0035435,GO:0040007,GO:0042278,GO:0042454,GO:0042623,GO:0042625,GO:0042626,GO:0043225,GO:0043492,GO:0044110,GO:0044116,GO:0044117,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044403,GO:0044419,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0051179,GO:0051234,GO:0051704,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	"K02037,K02038"	P	phosphate ABC transporter
GC00000167_3	hypothetical	NA	55	305	296.0941176	82	82	0.96470588	7	7	75	75	26	26	56	56	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008509,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015075,GO:0015103,GO:0015114,GO:0015399,GO:0015405,GO:0015415,GO:0015698,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016820,GO:0016887,GO:0017111,GO:0019439,GO:0019637,GO:0019693,GO:0022804,GO:0022857,GO:0022891,GO:0022892,GO:0031224,GO:0031226,GO:0033554,GO:0034220,GO:0034641,GO:0034655,GO:0035435,GO:0040007,GO:0042278,GO:0042454,GO:0042623,GO:0042625,GO:0042626,GO:0043225,GO:0043492,GO:0044110,GO:0044116,GO:0044117,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044403,GO:0044419,GO:0044425,GO:0044459,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051716,GO:0055085,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658"	"K02037,K02038"	P	"phosphate ABC transporter, permease"
GC00000218_2	hypothetical	NA	76	488	462.2261905	82	82	0.96470588	7	7	75	75	26	26	56	56	"GO:0003674,GO:0005215,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015095,GO:0015693,GO:0022857,GO:0022890,GO:0022891,GO:0022892,GO:0030001,GO:0034220,GO:0044699,GO:0044763,GO:0044765,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0070838,GO:0072509,GO:0072511"	K06213	P	Magnesium transporter
